canonical_keyword,suggested_title,category,variant_count,signal_strength,already_covered,all_variants
How to make Jira dashboard public,How to make Jira dashboard public,howto,1,low,False,how to make jira dashboard public
How to merge cells in Jira table,How to merge cells in Jira table,howto,1,low,False,how to merge cells in jira table
How to edit Jira service desk customer portal,How to edit Jira service desk customer portal,howto,1,low,False,how to edit jira service desk customer portal
How to add member to Jira board,How to add member to Jira board,howto,1,low,False,how to add member to jira board
How to add flag in Jira comment,How to add flag in Jira comment,howto,1,low,False,how to add flag in jira comment
How to beta on Jira,How to beta on Jira,howto,1,low,False,how to beta on jira
How to rank issues in Jira,How to rank issues in Jira,howto,1,low,False,how to rank issues in jira
How to invite someone to Jira project,How to invite someone to Jira project,howto,1,low,False,how to invite someone to jira project
How to change epic link color in Jira,How to change epic link color in Jira,howto,1,low,False,how to change epic link color in jira
How to delete a plan in Jira,How to delete a plan in Jira,howto,1,low,False,how to delete a plan in jira
How to manage epics in Jira,How to manage epics in Jira,howto,1,low,False,how to manage epics in jira
How to get issue type id in Jira,How to get issue type id in Jira,howto,1,low,False,how to get issue type id in jira
How to extract more than 1000 records in Jira,How to extract more than 1000 records in Jira,howto,1,low,False,how to extract more than 1000 records in jira
How to add confluence to Jira,How to add confluence to Jira,howto,1,low,False,how to add confluence to jira
How to cc in Jira comments,How to cc in Jira comments,howto,1,low,False,how to cc in jira comments
How to assign priority in Jira,How to assign priority in Jira,howto,1,low,False,how to assign priority in jira
How to share Jira plan with others,How to share Jira plan with others,howto,1,low,False,how to share jira plan with others
How to prioritize bugs in Jira,How to prioritize bugs in Jira,howto,1,low,False,how to prioritize bugs in jira
How to export Jira epic to excel,How to export Jira epic to excel,howto,1,low,False,how to export jira epic to excel
How to import trello board to Jira,How to import trello board to Jira,howto,1,low,False,how to import trello board to jira
How to create Jira dashboard for defect,How to create Jira dashboard for defect,howto,1,low,False,how to create jira dashboard for defect
How to add code snippet in Jira comment,How to add code snippet in Jira comment,howto,1,low,False,how to add code snippet in jira comment
How to mark a story as blocked in Jira,How to mark a story as blocked in Jira,howto,1,low,False,how to mark a story as blocked in jira
How to @ someone in Jira,How to @ someone in Jira,howto,1,low,False,how to @ someone in jira
How to delete a sprint board in Jira,How to delete a sprint board in Jira,howto,1,low,False,how to delete a sprint board in jira
How to add board to Jira project,How to add board to Jira project,howto,1,low,False,how to add board to jira project
How to change subtask parent in Jira,How to change subtask parent in Jira,howto,1,low,False,how to change subtask parent in jira
How to query subtasks in Jira,How to query subtasks in Jira,howto,1,low,False,how to query subtasks in jira
How to add status to Jira column,How to add status to Jira column,howto,1,low,False,how to add status to jira column
How to filter tickets in Jira,How to filter tickets in Jira,howto,1,low,False,how to filter tickets in jira
How to look at closed sprints in Jira,How to look at closed sprints in Jira,howto,1,low,False,how to look at closed sprints in jira
How to move task to backlog in Jira,How to move task to backlog in Jira,howto,1,low,False,how to move task to backlog in jira
How to create story in Jira kanban board,How to create story in Jira kanban board,howto,1,low,False,how to create story in jira kanban board
How to be a Jira developer,How to be a Jira developer,howto,1,low,False,how to be a jira developer
How to clone subtasks in Jira,How to clone subtasks in Jira,howto,1,low,False,how to clone subtasks in jira
How to get previous sprint stories in Jira,How to get previous sprint stories in Jira,howto,1,low,False,how to get previous sprint stories in jira
How to view archived issues in Jira,How to view archived issues in Jira,howto,1,low,False,how to view archived issues in jira
How to create a new parent in Jira,How to create a new parent in Jira,howto,1,low,False,how to create a new parent in jira
How to upgrade Jira to latest version,How to upgrade Jira to latest version,howto,1,low,False,how to upgrade jira to latest version
How to export all stories from an epic in Jira,How to export all stories from an epic in Jira,howto,1,low,False,how to export all stories from an epic in jira
How to check sprint velocity in Jira,How to check sprint velocity in Jira,howto,1,low,False,how to check sprint velocity in jira
How to see time tracking in Jira,How to see time tracking in Jira,howto,1,low,False,how to see time tracking in jira
How to create sub task under user story in Jira,How to create sub task under user story in Jira,howto,1,low,False,how to create sub task under user story in jira
How to add roadmap in Jira classic project,How to add roadmap in Jira classic project,howto,1,low,False,how to add roadmap in jira classic project
How to add epic to Jira ticket,How to add epic to Jira ticket,howto,1,low,False,how to add epic to jira ticket
How to show backlog in Jira,How to show backlog in Jira,howto,1,low,False,how to show backlog in jira
How to release version in Jira,How to release version in Jira,howto,1,low,False,how to release version in jira
How to rename a project in Jira,How to rename a project in Jira,howto,1,low,False,how to rename a project in jira
How to set sla in Jira service desk,How to set sla in Jira service desk,howto,1,low,False,how to set sla in jira service desk
How to set original estimate in Jira,How to set original estimate in Jira,howto,1,low,False,how to set original estimate in jira
How to add approval in Jira workflow,How to add approval in Jira workflow,howto,1,low,True,how to add approval in jira workflow
How to enable kanban backlog in Jira,How to enable kanban backlog in Jira,howto,1,low,False,how to enable kanban backlog in jira
How to find jql in Jira,How to find jql in Jira,howto,1,low,False,how to find jql in jira
How to star a Jira ticket,How to star a Jira ticket,howto,1,low,False,how to star a jira ticket
How to fill timesheet in Jira,How to fill timesheet in Jira,howto,1,low,False,how to fill timesheet in jira
How to manage features in Jira,How to manage features in Jira,howto,1,low,False,how to manage features in jira
